#,title,author,category,read?,audio?,language,# Pages,Location,Audible,Chicago?,Cincinnati?,Boston?,Milton?,Date Bought,Date Read,Time on TBR (days),Time on TBR (years),
,Will The Boat Sink The Water,Chen Guidi & Wu Chuntao,China,Yes,No,English,219,Boston,No,No,No,No,No,"July 7, 2021","April 22, 2023",654,1.791780822,
,She Has Her Mother's Laugh,Carl Zimmer,Science,Yes,Yes,English,574,Chicago,Yes,Rec,Yes,Yes,!,"January 15, 2020","March 12, 2021",422,1.156164384,
,All Boys Aren't Blue ,George M. Johnson,Memior,Yes,Yes,English,297,Boston,Yes,!,Yes,Yes,Yes,"May 14, 2023","June 24, 2023",41,0.1123287671,
1,Thousand Autumns Vol 1,Meng Xi Shi,Danmei,Yes,No,English,350,Boston,No,No,No,No,No,"March 14, 2023","July 26, 2023",134,0.3671232877,
,Vacation Guide To The Solar System,Olivia Koski & Jana Grevich,Science,Yes,Yes,English,228,Chicago,Yes,Rec,Rec,!,!,"July 1, 2019","August 26, 2020",422,1.156164384,
1,Crank,Ellen Hopkins,Poetry,No,Yes,English,537,Chicago,Yes,Yes,Yes,Yes,!,"July 28, 2022",N/A,N/A,N/A,No
,Evita,Nicholas Fraser & Marysa Navarro,South American History,No,Yes,English,198,Chicago,Yes,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
,This Time Will Be Different,Misa Sugiura,Fiction,No,Yes,English,386,Boston,Yes,Rec,Yes,Yes,Yes,"June 15, 2023",N/A,N/A,N/A,
5,Heartstopper Vol 5,Alice Oseman,Gay Fiction,No,No,English,318,Boston,No,No,No,No,No,"December 19, 2023",N/A,N/A,N/A,
5,A Secret Affair,Mary Balogh,Historical Fiction,No,Yes,English,368,Chicago,Yes,!,Yes,Yes,No,"July 30, 2022",N/A,N/A,N/A,
,Outrun The Moon,Stacey Lee,Historical Fiction,No,Yes,English,383,Boston,Yes,Rec,Yes,Rec,Yes,"July 5, 2023",N/A,N/A,N/A,
4,Inheritance,Christopher Paolini,Fantasy,Yes,Yes,English,849,Boston,Yes,Yes,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0,
,Steel Crow Saga,Paul Krueger,Gay Fantasy,No,Yes,English,512,Boston,Yes,Rec,Yes,Rec,Rec,"October 5, 2022",N/A,N/A,N/A,
,A Confederacy of Dunces,John Kennedy Toole,Classic,No,Yes,English,462,Boston,Yes,Rec,Yes,Yes,Yes,"March 1, 2020",N/A,N/A,N/A,
1,Luck in the Shadows,Lynn Flewelling,Gay Fantasy,Yes,Yes,English,479,Boston,Yes,Rec,Rec,Yes,!,"July 7, 2021","November 26, 2022",507,1.389041096,
,Museo Arqueologico Nacional,"Minestry Of Education, Culutre, & Sports",Art,No,No,English,138,Chicago,No,!,Yes,Yes,No,"July 20, 2015",N/A,N/A,N/A,
,Elatsoe,Darcie Little Badger,Gay Fantasy,Yes,Yes,English,453,Boston,Yes,Yes,Yes,Yes,Yes,"November 3, 2022","November 13, 2022",10,0.02739726027,
,Sugar,James Walvin,History,No,Yes,English,291,Boston,Yes,Rec,Rec,Yes,Rec,"October 31, 2022",N/A,N/A,N/A,
,"Big Sister, Little Sister, Red Sister",Jung Chang,China,No,Yes,English,316,Chicago,Yes,Rec,Yes,Yes,!,"May 31, 2022",N/A,N/A,N/A,
,Myths And Legends,Jake Jackson,Religion,No,No,English,484,Chicago,No,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
,Pandora's Jar,Natalie Haynes,Religion,No,Yes,English,288,Boston,Yes,Yes,Yes,Yes,Rec,"March 12, 2023",N/A,N/A,N/A,
,Of Mice and Men,John Steinbeck,Classic,Yes,Yes,English,107,Chicago,Yes,Yes,Yes,Yes,Yes,"February 20, 2020","February 20, 2020",0,0,
2,Eldest,Christopher Paolini,Fantasy,Yes,Yes,English,668,Boston,Yes!,Yes,Yes,Yes,Yes,"February 20, 2020","February 20, 2020",0,0,
,The Creative Spark,Agustin Fuentes,Anthropology,No,Yes,English,292,Boston,Yes!,Rec,Rec,Yes,!,"July 20, 2020",N/A,N/A,N/A,
,On Morality And Society,Emile Durkheim,Anthropology,No,No,English,223,Chicago,No,!,Yes,Yes,No,"October 17, 2019",N/A,N/A,N/A,
,By Any Other Name,Erin Cotter,Gay Fiction,Yes,Yes,English,456,Boston,Yes,Rec,Rec,Yes,Rec,"October 21, 2023","December 7, 2023",47,0.1287671233,
,Lavinia,Ursula K. Le Guin,Fantasy,No,Yes,English,279,Boston,Yes,Rec,Yes,Yes,!,"June 7, 2022",N/A,N/A,N/A,
,The Math Book,Clifford A. Pickover,Math,No,No,English,516,Chicago,No,No,No,No,No,"March 1, 2020",N/A,N/A,N/A,
,Infamy,Richard Reeves,WWII,No,Yes,English,285,Chicago,Yes,Rec,Rec,Yes,!,"July 1, 2019",N/A,N/A,N/A,
,Abraham Lincoln And Civil War America,William E. Gienapp,Civil War,No,Yes,English,203,Chicago,Yes,Rec,Rec,Yes,!,"August 1, 2018",N/A,N/A,N/A,
,Ennead,Mojito,Gay Fantasy,Yes,No,English,288,Boston,No,!,Yes,Yes,No,"November 21, 2023","December 12, 2023",21,0.05753424658,
,A Crack In Creation,Jennifer A. Doudna & Samuel H. Sternberg,Science,No,Yes,English,246,Boston,Yes,!,Yes,Yes,No,"July 7, 2021",N/A,N/A,N/A,
,Cincinnati Landmarks,Steven J. Rolfes,Travel,No,No,English,127,Chicago,No,!,Yes,Yes,No,"December 25, 2019",N/A,N/A,N/A,
3,Wicked Beauty,Katee Robert,Gay Fiction,Yes,Yes,English,377,Boston,Yes,Rec,Yes,Yes,Yes,"December 27, 2022","May 5, 2023",129,0.3534246575,
,Duel With The Devil,Paul Collins,American History,Yes,Yes,English,218,Chicago,Yes!,Rec,Yes,!,!,"July 1, 2019",,-43647,-119.5808219,
,The Killing Of Crazy Horse,Thomas Powers,Native Americans,No,Yes,English,467,Chicago,Yes,Rec,Rec,Yes,!,"July 1, 2019",N/A,N/A,N/A,
0,Ring Of Solomon,Jonathan Stroud,Fantasy,Yes,Yes,English,398,Boston,Yes,Yes,Yes,Yes,Rec,"December 8, 2023","December 8, 2023",0,0,
1,Dark Rise,C.S. Pacat,Gay Fantasy,No,Yes,English,451,Boston,Yes,Rec,Yes,Yes,Rec,"October 31, 2022",N/A,N/A,N/A,
,They Poured Fire On Us From The Sky,"Benson Deng, Alephonsion Deng, & Benjamin Ajak",History,No,Yes,English,311,Chicago,Yes,No,No,No,No,"July 18, 2022",N/A,N/A,N/A,
1,Divine Rivals,Rebecca Ross,Fantasy,No,Yes,English,353,Boston,Yes,Yes,Yes,Yes,Yes,"December 9, 2023",N/A,N/A,N/A,
3,The Return Of The King,J.R.R. Tolkin,Fantasy,No,Yes,English,340,Chicago,Yes,Yes,Yes,Yes,Yes,"August 23, 2022",N/A,N/A,N/A,
,The Moonday Letters,Emmi Itäranta,Gay Science Fiction,Yes,Yes,English,359,Boston,Yes,Rec,Rec,Rec,Rec,"November 24, 2023","February 8, 2024",76,0.2082191781,
,The Golden Thread,Kassia St. Clair,History,No,Yes,English,294,Boston,Yes,Rec,Yes,Yes,!,"June 2, 2022",N/A,N/A,N/A,
,Under A Painted Sky,Stacey Lee,Historical Fiction,No,Yes,English,370,Boston,Yes,Rec,Yes,Yes,Yes,"May 6, 2022",N/A,N/A,N/A,
,The Last Empress,Hannah Pakula,China,No,No,English,681,Chicago,No,No,No,No,No,"October 17, 2019",N/A,N/A,N/A,
2,Adulthood Rites,Octavia E. Butler,Science Fiction,No,Yes,English,302,Boston,Yes!,!,Yes,Yes,No,"October 5, 2022",N/A,N/A,N/A,
1,Parable Of The Sower,Octavia E. Butler,Science Fiction,No,Yes,English,329,Boston,Yes,Rec,Yes,Yes,Yes,"October 5, 2022",N/A,N/A,N/A,
,To Kill a Mockingbird,Harper Lee,Classic,Yes,Yes,English,376,Chicago,Yes,Yes,Yes,Yes,Yes,"March 31, 2020","August 11, 2022",863,2.364383562,
,He/She/They,Schuyler Bailar,Gender Studies,No,Yes,English,315,Boston,Yes,Rec,Yes,Rec,Rec,"October 30, 2023",N/A,N/A,N/A,
,1984,Geotge Orwell,Classic,No,Yes,English,312,Boston,Yes!,Yes,Yes,Yes,Yes,"December 3, 2022",N/A,N/A,N/A,
,Cleopatra,Stacy Schiff,Egyptian Studies,Yes,Yes,English,326,Chicago,Yes,Yes,Yes,Yes,Yes,"July 1, 2019","July 31, 2019",30,0.08219178082,
3,Lore Olympus Vol 3,Rachel Smythe,Fantasy,Yes,No,English,384,Boston,No,!,Yes,Yes,No,"October 12, 2022","October 20, 2022",8,0.02191780822,
1,For The Wolf,Hannah Whitten,Fantasy,No,Yes,English,430,Boston,Yes,Yes,Yes,Yes,Rec,"July 18, 2023",N/A,N/A,N/A,
,Pride And Prejudice,Jane Austen,Classic,Yes,Yes,English,375,Chicago,Yes!,Yes,Yes,Yes,Yes,"January 1, 2016","January 1, 2016",0,0,
,Demon Copperhead,Barbara Kingsolver,Fiction,No,Yes,English,546,Boston,Yes,Yes,Yes,Yes,Yes,"November 21, 2023",N/A,N/A,N/A,
,A Map Is Only One Story,Nicole Chung & Mensah Demary,Modern History,No,Yes,English,223,Boston,Yes,Rec,Rec,!,!,"December 30, 2022",N/A,N/A,N/A,
2,A Closed And Common Orbit,Becky Chambers,Gay Science Fiction,Yes,Yes,English,364,Boston,Yes,Rec,Yes,Yes,!,"December 30, 2022","January 16, 2023",17,0.04657534247,
,What's Your Pronoun?,Dennis Baron,Gender Studies,Yes,Yes,English,245,Boston,Yes,Rec,Yes,Yes,!,"December 3, 2022","November 22, 2023",354,0.9698630137,
,A Lesson In Vengeance,Victoria Lee,Gay Fiction,No,Yes,English,369,Boston,Yes,Rec,Yes,Yes,!,"December 5, 2022",N/A,N/A,N/A,
,The Midnight Girls,Alicia Jasinska,Gay Fantasy,No,Yes,English,335,Boston,Yes,Rec,Rec,Yes,Yes,"December 3, 2023",N/A,N/A,N/A,
1,A Dawn Of Onyx,Kate Golden,Fantasy,Yes,Yes,English,406,Boston,Yes,Rec,Yes,Yes,Rec,"December 3, 2023","December 25, 2023",22,0.0602739726,
3,Travelers Along The Way,Aminah Mae Safi,Historical Fiction,No,Yes,English,327,Boston,Yes,Rec,Rec,Yes,!,"December 30, 2022",N/A,N/A,N/A,
,What's The T?,Juno Dawson,Gender Studies,Yes,Yes,English,309,Boston,Yes,Rec,Yes,Rec,!,"December 30, 2022","October 5, 2023",279,0.7643835616,
,Pachinko,Min Jin Lee,Historical Fiction,No,Yes,English,479,Boston,Yes,Yes,Yes,Yes,Yes,"October 30, 2022",N/A,N/A,N/A,
,Red Nile,Robert Twigger,Egyptian Studies,Yes,No,English,449,Chicago,No,!,Yes,Yes,No,"October 17, 2019","August 12, 2022",1030,2.821917808,
,War And Peace,Leo Tolstoy,Classic,Yes,Yes,English,1110,Chicago,Yes!,Rec,Yes,Yes,Yes,"August 1, 2019","October 28, 2021",819,2.243835616,
,Lost Bird Of Wounded Knee,Renee Sansom Flood,Native Americans,No,No,English,305,Chicago,No,!,Yes,Yes,No,"October 17, 2019",N/A,N/A,N/A,
1,Strike The Zither,Joan He,Fantasy,Yes,Yes,English,337,Boston,Yes,Rec,Yes,Yes,Yes,"November 13, 2022","February 13, 2023",92,0.2520547945,
,Sky Burial,Xinran,China,Yes,No,English,158,Chicago,No,!,Yes,Yes,No,"November 9, 2021","January 20, 2022",72,0.197260274,
,The Book Thief,Markus Zusak,Historical Fiction,Yes,Yes,English,552,Chicago,Yes,Yes,Yes,Yes,Yes,"February 20, 2020","February 20, 2020",0,0,
,Disability Visibility,Alice Wong,History,Yes,Yes,English,275,Boston,Yes,Rec,Yes,Yes,!,"June 7, 2022","December 2, 2023",543,1.487671233,
1,Gods And Generals,Jeff Shaara,Historical Fiction,No,Yes,English,498,Chicago,Yes,Rec,Yes,Yes,Rec,"January 1, 2016",N/A,N/A,N/A,
,What Moves The Dead,T. Kingfisher,Horror,Yes,Yes,English,158,Boston,Yes,Yes,Yes,Yes,Yes,"October 5, 2022","October 31, 2022",26,0.07123287671,
,127 Hours,Aron Ralston,Memior,No,Yes,English,400,Chicago,Yes,Rec,Rec,Yes,!,"July 1, 2019",N/A,N/A,N/A,
,The Future of Freedom,Fareed Zakaria,American History,No,Yes,English,264,Boston,Yes,Rec,Rec,Yes,Yes,"April 29, 2023",N/A,N/A,N/A,
,Invisible Man,Ralph Ellison,Classic,No,Yes,English,581,Boston,Yes,!,Yes,Yes,Yes,"April 29, 2023",N/A,N/A,N/A,
1,The Judas Blossom,Stephen Aryan,Fantasy,No,Yes,English,419,Boston,Yes,Rec,Rec,Rec,Rec,"October 30, 2023",N/A,N/A,N/A,
1,Emily Wilde's Encyclopedia Of Faeries,Heather Fawgett,Fantasy,Yes,Yes,English,335,Boston,Yes,,,,,"January 13, 2024","February 17, 2024",35,0.09589041096,
,Hamlet,William Shakespeare,Play,Yes,Yes,English,287,Chicago,Yes,Rec,Yes,Yes,Yes,"July 30, 2022","July 30, 2022",0,0,
1,The Unbroken,C.L. Clark,Gay Fantasy,No,Yes,English,486,Boston,Yes,Rec,Yes,Yes,Rec,"July 3, 2022",N/A,N/A,N/A,
,The Invention Of Wings,Sue Monk Kidd,Historical Fiction,No,Yes,English,359,Chicago,Yes,Rec,Yes,Yes,!,"July 30, 2022",N/A,N/A,N/A,
,Nightfall,Issac Asimov,Science Fiction,No,Yes,English,380,Boston,Yes,Rec,Yes,Yes,!,"October 24, 2022",N/A,N/A,N/A,
,Maya,Charles Gallenkamp,South American History,No,No,English,207,Chicago,No,!,Yes,Yes,No,"October 17, 2019",N/A,N/A,N/A,
,Tempest Tossed,Susan Campbell,Biography,No,No,English,180,Chicago,No,No,No,No,No,"May 6, 2022",N/A,N/A,N/A,
1,The Rise Of Theodore Roosevelt,Edmund Morris,American History,Yes,Yes,English,782,Chicago,Yes,Rec,Yes,Yes,!,"January 1, 2016","June 22, 2021",1999,5.476712329,
,Linear Algebra And It's Aplications,"David C. Lay, Steven R. Lay, & Judi J. McDonald",Textbook,Yes,No,English,494,Boston,No,!,Yes,Yes,No,"September 1, 2017","September 1, 2017",0,0,
,Say Nothing,Patrick Radden Keefe,History,Yes,Yes,English,348,Chicago,Yes,Yes,Yes,Yes,Yes,"January 13, 2020","March 13, 2020",60,0.1643835616,
,Twelfth Night,William Shakespeare,Play,Yes,Yes,English,189,Chicago,Yes,Rec,Yes,Yes,!,"July 30, 2022","July 30, 2022",0,0,
,Refugee,Alan Grantz,Historical Fiction,Yes,Yes,English,338,Chicago,Yes,Yes,Yes,Yes,Yes,"December 25, 2019","January 30, 2021",402,1.101369863,
,Anne Frank Remembered,Miep Gies with Alison Leslie Gold,WWII,No,Yes,English,252,Chicago,Yes,Rec,Yes,Yes,Yes,"January 1, 2010",N/A,N/A,N/A,
,The Education Of An Idealist,Samantha Power,Memior,Yes,Yes,English,552,Chicago,Yes,Rec,Yes,!,Yes,"January 17, 2020","January 17, 2020",0,0,
,The Sum Of Us,Heather Mcghee,Race Relations,No,Yes,English,285,Boston,Yes,Yes,Yes,Yes,Yes,"October 1, 2022",N/A,N/A,N/A,
,House Of Rain,Craig Childs,Native Americans,No,Yes,English,445,Boston,Yes,Rec,Rec,Yes,!,"July 1, 2019",N/A,N/A,N/A,
,Certain Dark Things,Silvia Moreno-Garcia,Fantasy,No,Yes,English,239,Boston,Yes,Rec,Yes,Yes,Rec,"August 19, 2023",N/A,N/A,N/A,
2,Prince's Gambit,C.S. Pacat,Gay Fantasy,Yes,Yes,English,404,Boston,Yes!,!,Yes,Yes,No,"October 24, 2022","December 14, 2022",51,0.1397260274,
,Leave the World Behind,Rumaan Alam,Fiction,Yes,Yes,English,241,Chicago,Yes,Yes,Yes,Yes,Yes,"July 2, 2022","July 24, 2022",22,0.0602739726,
2,Sword In The Stars,Cory McCarthy & A.R. Capetta,Gay Fantasy,Yes,Yes,English,352,Boston,Yes,,,,,"January 5, 2024","January 27, 2024",22,0.0602739726,
2,All The Hidden Paths,Foz Meadows ,Gay Fantasy,Yes,Yes,English,512,Boston,Yes,Rec,Yes,Rec,Rec,"December 5, 2023","February 20, 2024",77,0.2109589041,
,The Children Of Henry VIII,Alison Weir,Biography,Yes,Yes,English,366,Chicago,Yes,Rec,Yes,!,!,"January 1, 2016","July 28, 2020",1670,4.575342466,
,Being Henry,Henry Winkler,Memior,No,Yes,English,242,Boston,Yes,Yes,Yes,Yes,Yes,"November 30, 2023",N/A,N/A,N/A,
,The Dictionary Of Lost Words,Pip Williams,Historical Fiction,No,Yes,English,359,Boston,Yes,Yes,Yes,Yes,Yes,"May 18, 2022",N/A,N/A,N/A,
2,Lore Olympus Vol 2,Rachel Smythe,Fantasy,Yes,No,English,368,Chicago,No,!,Yes,Yes,No,"July 10, 2022","July 24, 2022",14,0.03835616438,
1,Sorcerer To The Crown,Zen Cho,Fantasy,No,Yes,English,371,Boston,Yes,Rec,Yes,Yes,Rec,"July 8, 2023",N/A,N/A,N/A,
,"Animal, Vegetable, Junk",Mark Bittman,History,No,Yes,English,299,Boston,Yes,Rec,Yes,Yes,Yes,"April 30, 2023",N/A,N/A,N/A,
,The Book Of Mormon,Joseph Smith,Religion,No,Yes,English,531,Chicago,Yes,No,No,No,No,"March 3, 2018",N/A,N/A,N/A,
1,The Henna Artist,Alka Joshi,Historical Fiction,Yes,Yes,English,342,Boston,Yes,Yes,Yes,Yes,Yes,"May 29, 2022","February 23, 2023",270,0.7397260274,
,Empress,Shan Sa,Historical Fiction,No,No,English,319,Chicago,No,!,Yes,Yes,No,"July 30, 2022",N/A,N/A,N/A,
,Emperor Of China,Jonathan D. Spence,China,No,No,English,175,Chicago,No,!,Yes,Yes,No,"July 30, 2022",N/A,N/A,N/A,
1,The Collection,"Manuel J. Borja-Villel, Jesus Carrillo, & Rosario Peiro",Art,No,No,English,229,Chicago,No,No,No,No,No,"July 20, 2015",N/A,N/A,N/A,
,Returning to Reims,Dider Eribon,Anthropology,Yes,No,English,245,Chicago,No,!,Yes,Yes,No,"March 3, 2022","July 17, 2022",136,0.3726027397,
2,The Dark Forest,Cixin Liu,Science Fiction,No,Yes,English,512,Boston,Yes,Yes,Yes,Yes,Yes,"April 27, 2023",N/A,N/A,N/A,
,The Teahouse Fire,Ellis Avery,Gay Fiction,No,Yes,English,465,Boston,Yes,Rec,Rec,Yes,Yes,"August 12, 2023",N/A,N/A,N/A,
1,A Touch Of Darkness,Scarlett St. Clair,Fantasy,Yes,Yes,English,379,Boston,Yes,Yes,Yes,Yes,Yes,"April 28, 2023","August 4, 2023",98,0.2684931507,
,The Anomaly,Hervé Le Tellier,Science Fiction,Yes,Yes,English,391,Boston,Yes,Yes,Yes,Yes,!,"October 10, 2022","April 21, 2023",193,0.5287671233,
,Babel,R.F. Kuang,Historical Fiction,Yes,Yes,English,542,Boston,Yes,Yes,Yes,Yes,Yes,"November 23, 2022","October 19, 2023",330,0.904109589,
,The Samurai's Garden,Gail Tsukiyama,Historical Fiction,No,Yes,English,211,Boston,Yes,Rec,Yes,Yes,Yes,"April 7, 2022",N/A,N/A,N/A,
2,The Other Boleyn Girl,Philippa Gregory,Historical Fiction,Yes,Yes,English,661,Chicago,Yes,Rec,Yes,Yes,Yes,"January 1, 2016","July 29, 2020",1671,4.578082192,No
,Espania,Emma Bradford,Travel,Yes,No,English& Spanish,31,Chicago,No,!,Yes,Yes,No,"September 1, 2015","September 1, 2015",0,0,
,Proof Of Me,Erica Plouffe Lazure,Fiction,Yes,No,English,248,Chicago,No,!,Yes,Yes,No,"January 20, 2022","March 24, 2022",63,0.1726027397,
3,A Touch Of Malice,Scarlett St. Clair,Fantasy,Yes,Yes,English,442,Boston,Yes,Rec,Yes,Yes,Yes,"August 10, 2023","August 23, 2023",13,0.03561643836,
,The Nature Of Biology,Dr. Jill Beyette,Textbook,Yes,No,English,152,Chicago,No,No,No,No,No,"February 1, 2018","February 1, 2018",0,0,
,Che Guevara,Jon Lee Anderson,South American History,No,Yes,English,754,Chicago,Yes,Rec,Rec,Yes,Rec,"February 20, 2020",N/A,N/A,N/A,
4,Radiant Sin,Katee Robert,Gay Fiction,Yes,Yes,English,345,Boston,Yes,Rec,Yes,Yes,Rec,"April 20, 2023","May 17, 2023",27,0.07397260274,No
2,The Two Towers,J.R.R. Tolkin,Fantasy,No,Yes,English,398,Chicago,Yes,Yes,Yes,Yes,Yes,"August 23, 2022",N/A,N/A,N/A,
,A Tale Of Two Cities,Charles Dickens,Classic,No,Yes,English,397,Chicago,Yes,Yes,Yes,Yes,Yes,"February 20, 2020",N/A,N/A,N/A,
,Indians Of South America,Paul Radin,Native Americans,No,No,English,306,Chicago,No,!,Yes,Yes,No,"March 1, 2019",N/A,N/A,N/A,
,The Mermaid The Witch And The Sea,Maggie Tokuda-Hall,Gay Fantasy,No,Yes,English,357,Boston,Yes,No,No,No,No,"July 19, 2023",N/A,N/A,N/A,
,Historic Walks In Old Boston,John Harris,Travel,Yes,No,English,317,Boston,No,!,Yes,Yes,No,"July 18, 2022",N/A,N/A,N/A,
,Dracula,Bram Stoker,Classic,Yes,Yes,English,413,Chicago,Yes!,Yes,Yes,Yes,Yes,"July 1, 2019","September 30, 2019",91,0.2493150685,
2,Binti Home,Nnedi Okorafor,Science Fiction,Yes,Yes,English,162,Boston,Yes,Rec,Yes,Yes,Yes,"March 29, 2023","April 21, 2023",23,0.06301369863,
1,A Psalm For The Wild-Built,Becky Chambers,Gay Science Fiction,No,Yes,English,147,Boston,Yes,Rec,Yes,Yes,Yes,"July 19, 2023",N/A,N/A,N/A,
1,My Heart Is A Chainsaw,Stephen Graham Jones,Horror,Yes,Yes,English,398,Boston,Yes,Yes,Yes,Yes,Yes,"November 3, 2022","November 28, 2022",25,0.06849315068,
,Salem's Lot,Stephen King,Horror,Yes,Yes,English,381,Chicago,Yes,Yes,Yes,Yes,Yes,"October 17, 2019","January 31, 2020",106,0.2904109589,
,Once There Were Wolves,Charlotte McConaghy,Fiction,Yes,Yes,English,256,Boston,Yes,Yes,Yes,Yes,Yes,"July 30, 2022","October 22, 2022",84,0.2301369863,
,Stiff,Mary Roach,Death,Yes,Yes,English,292,Chicago,Yes,Rec,Yes,Yes,Yes,"May 5, 2021","April 1, 2022",331,0.9068493151,
,Scrappy Little Nobody,Anna Kendrick,Memior,No,Yes,English,271,Chicago,Yes,Yes,Yes,Yes,Yes,"July 20, 2020",N/A,N/A,N/A,
,Starling House,Alix E. Harrow,Horror,No,Yes,English,304,Boston,Yes,Yes,Yes,Yes,Yes,"November 28, 2023",N/A,N/A,N/A,
1,My Family And Other Animals,Gerald Durrell,Memior,No,Yes,English,273,Chicago,Yes,!,Yes,Yes,No,"January 1, 2018",N/A,N/A,N/A,
,The Neandertals,Erik Trinkaus & Pat Shipman,Anthropology,Yes,No,English,419,Chicago,No,No,No,No,No,"November 15, 2019",,-43784,-119.9561644,
,Fire From The Sky,Moa Backe Åstot,Gay Fiction,No,Yes,English,204,Boston,Yes,!,Yes,Yes,No,"October 30, 2023",N/A,N/A,N/A,
,Educated,Tara Westover,Memior,Yes,Yes,English,332,Chicago,Yes,Yes,Yes,Yes,Yes,"July 1, 2019","August 31, 2019",61,0.1671232877,
,Dreams From My Father,Barack Obama,Memior,No,Yes,English,453,Chicago,Yes,Rec,Yes,Yes,Yes,"November 15, 2020",N/A,N/A,N/A,
2,Silent Hearts,Jing Shui Bian,Danmei,No,No,English,267,Boston,No,!,Yes,Yes,No,"July 20, 2023",N/A,N/A,N/A,
,Anthropology Of Everyday Life,Edward T. Hall,Anthropology,No,No,English,261,Chicago,No,!,Yes,Yes,No,"July 1, 2019",N/A,N/A,N/A,
1,Oryx And Crake,Margaret Atwood,Science Fiction,Yes,Yes,English,374,Chicago,Yes,Rec,Yes,Yes,!,"June 18, 2022","July 7, 2022",19,0.05205479452,
1,Heaven Official's Blessing Vol 1,Mo Xiang Tong Xiu,Danmei,Yes,No,English,372,Boston,No,!,Yes,Yes,No,"December 14, 2021","March 11, 2022",87,0.2383561644,
,A Concise History Of The Civil War,William C. Davis,Civil War,No,No,English,60,Chicago,No,!,Yes,Yes,No,"January 15, 2020",N/A,N/A,N/A,
,Crime And Punishment,Fyodor Dostoevsky,Classic,No,Yes,English,671,Chicago,Yes,Rec,Yes,Yes,Yes,"October 15, 2020",N/A,N/A,N/A,
,Uncle Tom's Cabin,Harriet Beecher Stowe,Classic,Yes,Yes,English,462,Chicago,Yes,Yes,Yes,Yes,!,"November 15, 2019","December 31, 2019",46,0.1260273973,
1,Shadows Of The Lost,Maxym M. Martineau,Gay Fantasy,No,Yes,English,352,Boston,Yes,Rec,Rec,Rec,Rec,"August 12, 2023",N/A,N/A,N/A,
,The Last Night At The Telegraph Club,Malinda Lo,Gay Fiction,Yes,Yes,English,394,Boston,Yes,Yes,Yes,Yes,Yes,"June 7, 2022","March 16, 2023",282,0.7726027397,
,And The Mountains Echoed,Khaled Hosseini,Historical Fiction,No,Yes,English,402,Chicago,Yes,Rec,Yes,Yes,Yes,"July 28, 2022",N/A,N/A,N/A,
1,Serpentine,Cindy Pon,Fantasy,Yes,Yes,English,274,Boston,Yes!,!,Yes,Yes,No,"July 7, 2021","October 5, 2023",820,2.246575342,
,The Wisdom Of The Bones,Alan Walker & Pat Shipman,Anthropology,No,No,English,301,Chicago,No,No,No,No,No,"November 15, 2019",N/A,N/A,N/A,
0,Her Radiant Curse,Elizabeth Lim,Fantasy,No,Yes,English,409,Boston,Yes,Yes,Yes,Yes,Yes,"November 12, 2023",N/A,N/A,N/A,
1,The Countess,Catherine Coulter,Historical Fiction,No,Yes,English,391,Chicago,Yes,No,No,No,No,"November 15, 2020",N/A,N/A,N/A,
,The Civil War Experiance,Jay Wertz,Civil War,No,No,English,63,Chicago,No,No,No,No,No,"October 18, 2010",N/A,N/A,N/A,
1,Silver Under Nightfall,Rin Chupeco,Gay Fantasy,No,Yes,English,503,Boston,Yes,Rec,Rec,Yes,Rec,"August 26, 2023",N/A,N/A,N/A,
,The Book Of Longings,Sue Monk Kidd,Historical Fiction,No,Yes,English,407,Chicago,Yes,Yes,Yes,Yes,Yes,"March 9, 2022",N/A,N/A,N/A,
,The Jungle,Upton Sinclair & Kristina Gehrmann,Classic,Yes,No,English,378,Chicago,No,No,No,No,No,"July 1, 2019","July 31, 2019",30,0.08219178082,
,Works of Mark Twain,Mark Twain,Classic,No,Yes,English,690,Chicago,Yes,No,No,No,No,"March 1, 2020",N/A,N/A,N/A,
,The Reluctant Consort,Suilan Lee,Gay Fantasy,No,No,English,251,Boston,No,No,No,No,No,"December 4, 2023",N/A,N/A,N/A,
1,Seven Blades In Black,Sam Sykes,Gay Fantasy,No,Yes,English,661,Boston,Yes,Rec,Yes,Yes,Rec,"December 5, 2022",N/A,N/A,N/A,
3,The Farthest Shore,Ursula K. Le Guin,Fantasy,Yes,Yes,English,296,Boston,Yes,Yes,Yes,Yes,!,"December 3, 2022","March 29, 2023",116,0.3178082192,
1,Lord Hades's Ruthless Marriage Vol 1,Ueji Yuho,Fantasy,No,No,English,178,Boston,No,!,Yes,Yes,No,"December 3, 2023",N/A,N/A,N/A,
,House Of Hunger,Alexis Henderson,Gay Fantasy,Yes,Yes,English,288,Boston,Yes,Rec,Rec,Yes,!,"December 11, 2022","February 28, 2023",79,0.2164383562,
,Geronimo,Geronimo,Native Americans,No,Yes,English,170,Boston,Yes!,Rec,Yes,Yes,!,"July 28, 2022",N/A,N/A,N/A,
,An Immense World,Ed Young,Science,Yes,Yes,English,355,Boston,Yes,Yes,Yes,Yes,Yes,"November 21, 2023","November 21, 2023",0,0,
